time,destination_id,distance,stamp
1970/01/01/02:02:17.197000,"(26955, 26952, 26959, 26954)","(1642.9946851488658, 2400.2551978650054, 2717.787363286834, 3259.053067390022)","[genpy.Time[137196000000], genpy.Time[137196000000], genpy.Time[137196000000]]"
1970/01/01/02:02:17.397000,"(26955, 26952, 26959, 26954)","(1609.5610290421766, 2370.4389315945796, 2782.6627743627405, 3264.726281455776)","[genpy.Time[137396000000], genpy.Time[137396000000], genpy.Time[137396000000]]"
1970/01/01/02:02:17.600000,"(26955, 26952, 26959, 26954)","(1566.813514750936, 2336.562017390811, 2847.995798481051, 3331.9150957700417)","[genpy.Time[137597000000], genpy.Time[137597000000], genpy.Time[137597000000]]"
1970/01/01/02:02:17.799000,"(26955, 26952, 26959, 26954)","(1525.2952676639134, 2307.59209278326, 2873.0521036102855, 3380.253516087948)","[genpy.Time[137799000000], genpy.Time[137799000000], genpy.Time[137799000000]]"
1970/01/01/02:02:18.003000,"(26955, 26952, 26959, 26954)","(1472.0424142576467, 2287.7305943382717, 2930.5655809340356, 3400.7130447239156)","[genpy.Time[138000000000], genpy.Time[138000000000], genpy.Time[138000000000]]"
1970/01/01/02:02:18.203000,"(26955, 26952, 26959, 26954)","(1425.6583702688567, 2281.6320365305764, 2949.58579196225, 3449.588430070577)","[genpy.Time[138202000000], genpy.Time[138202000000], genpy.Time[138202000000]]"
1970/01/01/02:02:18.405000,"(26955, 26952, 26959, 26954)","(1400.652338704199, 2231.86938535513, 3047.8315890259864, 3474.8746862059793)","[genpy.Time[138404000000], genpy.Time[138404000000], genpy.Time[138404000000]]"
1970/01/01/02:02:18.606000,"(26955, 26952, 26959, 26954)","(1352.1610742222324, 2197.920142316547, 3100.790192339099, 3498.074727108826)","[genpy.Time[138604000000], genpy.Time[138604000000], genpy.Time[138604000000]]"
1970/01/01/02:02:18.814000,"(26955, 26952, 26959, 26954)","(1335.0735179699388, 2185.436445989935, 3105.964892602071, 3570.0253684931736)","[genpy.Time[138812000000], genpy.Time[138812000000], genpy.Time[138812000000]]"
1970/01/01/02:02:19.013000,"(26955, 26952, 26959, 26954)","(1307.4533617753173, 2137.208689050704, 3165.457817840484, 3600.0032146596714)","[genpy.Time[139012000000], genpy.Time[139012000000], genpy.Time[139012000000]]"
1970/01/01/02:02:19.213000,"(26955, 26952, 26959, 26954)","(1265.692408297631, 2085.4710256738563, 3234.590183804196, 3671.7793370720206)","[genpy.Time[139212000000], genpy.Time[139212000000], genpy.Time[139212000000]]"
1970/01/01/02:02:19.416000,"(26955, 26952, 26959, 26954)","(1238.7630680896748, 2082.716520437267, 3275.9934302226084, 3680.5480600397204)","[genpy.Time[139414000000], genpy.Time[139414000000], genpy.Time[139414000000]]"
1970/01/01/02:02:19.616000,"(26955, 26952, 26959, 26954)","(1226.4406382508662, 2041.7275901898765, 3313.907486101799, 3777.7540320922812)","[genpy.Time[139616000000], genpy.Time[139616000000], genpy.Time[139616000000]]"
1970/01/01/02:02:19.816000,"(26955, 26952, 26959, 26954)","(1214.6100805594667, 2005.7749456965814, 3393.954439715047, 3745.5148694137506)","[genpy.Time[139816000000], genpy.Time[139816000000], genpy.Time[139816000000]]"
1970/01/01/02:02:20.020000,"(26955, 26952, 26959, 26954)","(1187.4945571574356, 1974.9040215029916, 3418.2547364317093, 3776.1605723683374)","[genpy.Time[140017000000], genpy.Time[140017000000], genpy.Time[140017000000]]"
1970/01/01/02:02:20.221000,"(26955, 26952, 26959, 26954)","(1182.5058291371615, 1935.7869077097087, 3507.7640119753496, 3813.11593879385)","[genpy.Time[140221000000], genpy.Time[140221000000], genpy.Time[140221000000]]"
1970/01/01/02:02:20.422000,"(26955, 26952, 26959, 26954)","(1172.5595776086448, 1890.7902473472986, 3567.502649160146, 3825.2758893453665)","[genpy.Time[140421000000], genpy.Time[140421000000], genpy.Time[140421000000]]"
1970/01/01/02:02:20.624000,"(26955, 26952, 26959, 26954)","(1192.3034066774587, 1866.0804853926008, 3645.634394112162, 3836.9653361134265)","[genpy.Time[140625000000], genpy.Time[140625000000], genpy.Time[140625000000]]"
1970/01/01/02:02:20.832000,"(26955, 26952, 26959, 26954)","(1189.0572119650897, 1816.0978555422564, 3633.6350339288983, 3933.8233636033315)","[genpy.Time[140831000000], genpy.Time[140831000000], genpy.Time[140831000000]]"
1970/01/01/02:02:21.033000,"(26955, 26952, 26959, 26954)","(1200.6673934479877, 1782.2231445188497, 3683.887461931274, 3913.1513361053335)","[genpy.Time[141033000000], genpy.Time[141033000000], genpy.Time[141033000000]]"
1970/01/01/02:02:21.236000,"(26955, 26952, 26959, 26954)","(1199.9045915482768, 1751.5421386533258, 3720.1152576283835, 3947.554043424232)","[genpy.Time[141235000000], genpy.Time[141235000000], genpy.Time[141235000000]]"
1970/01/01/02:02:21.436000,"(26955, 26952, 26959, 26954)","(1206.3406185080696, 1724.9897203229787, 3734.588747066828, 3926.349115733078)","[genpy.Time[141435000000], genpy.Time[141435000000], genpy.Time[141435000000]]"
1970/01/01/02:02:21.636000,"(26955, 26952, 26959, 26954)","(1220.2060478822248, 1680.2510668162847, 3806.8122466483273, 3987.1818330376605)","[genpy.Time[141636000000], genpy.Time[141636000000], genpy.Time[141636000000]]"
1970/01/01/02:02:21.838000,"(26955, 26952, 26959, 26954)","(1229.9192569410025, 1657.8034478560646, 3801.835406269116, 3974.311425035607)","[genpy.Time[141836000000], genpy.Time[141836000000], genpy.Time[141836000000]]"
1970/01/01/02:02:22.040000,"(26955, 26952, 26959, 26954)","(1240.531232331008, 1639.491877353692, 3884.27785141951, 4004.881004736518)","[genpy.Time[142039000000], genpy.Time[142039000000], genpy.Time[142039000000]]"
1970/01/01/02:02:22.242000,"(26955, 26952, 26959, 26954)","(1262.2834663716167, 1604.897596459418, 3896.935837197866, 4020.031458385339)","[genpy.Time[142242000000], genpy.Time[142242000000], genpy.Time[142242000000]]"
1970/01/01/02:02:22.445000,"(26955, 26952, 26959, 26954)","(1255.5503209586527, 1587.6668481202753, 3871.24920323816, 4013.480865454876)","[genpy.Time[142443000000], genpy.Time[142443000000], genpy.Time[142443000000]]"
1970/01/01/02:02:22.644000,"(26955, 26952, 26959, 26954)","(1266.3655461295805, 1579.221766519926, 3939.7500704939353, 4076.000023606882)","[genpy.Time[142643000000], genpy.Time[142643000000], genpy.Time[142643000000]]"
1970/01/01/02:02:22.844000,"(26955, 26952, 26959, 26954)","(1295.6076511802708, 1553.027534926344, 3952.3446818439925, 4061.894511894573)","[genpy.Time[142843000000], genpy.Time[142843000000], genpy.Time[142843000000]]"
1970/01/01/02:02:23.044000,"(26955, 26952, 26959, 26954)","(1311.381516018137, 1533.6355132078672, 4001.375505892795, 4007.3015739058123)","[genpy.Time[143043000000], genpy.Time[143043000000], genpy.Time[143043000000]]"
1970/01/01/02:02:23.243000,"(26955, 26952, 26959, 26954)","(1330.0818240138076, 1490.7998844083518, 3987.086203929704, 4112.5506096180925)","[genpy.Time[143243000000], genpy.Time[143243000000], genpy.Time[143243000000]]"
1970/01/01/02:02:23.446000,"(26955, 26952, 26959, 26954)","(1318.4095537836386, 1486.1852628266445, 3964.867411069878, 4042.280926857145)","[genpy.Time[143444000000], genpy.Time[143444000000], genpy.Time[143444000000]]"
1970/01/01/02:02:23.649000,"(26955, 26952, 26959, 26954)","(1349.376447665672, 1498.7022223709791, 4038.5078414390287, 4021.279732670296)","[genpy.Time[143648000000], genpy.Time[143648000000], genpy.Time[143648000000]]"
1970/01/01/02:02:23.849000,"(26955, 26952, 26959, 26954)","(1343.634254434502, 1493.679602186919, 4011.2740950603315, 4063.2844394487747)","[genpy.Time[143848000000], genpy.Time[143848000000], genpy.Time[143848000000]]"
1970/01/01/02:02:24.048000,"(26955, 26952, 26959, 26954)","(1339.3861564821648, 1508.2528399922685, 4000.3522254198692, 4088.4725530188075)","[genpy.Time[144050000000], genpy.Time[144050000000], genpy.Time[144050000000]]"
1970/01/01/02:02:24.251000,"(26955, 26952, 26959, 26954)","(1342.962074814958, 1486.417190731215, 3995.133613991383, 4065.2710748271293)","[genpy.Time[144250000000], genpy.Time[144250000000], genpy.Time[144250000000]]"
1970/01/01/02:02:24.452000,"(26955, 26952, 26959, 26954)","(1340.6481286439175, 1485.7504865996152, 4021.539931965538, 4062.3899099260943)","[genpy.Time[144450000000], genpy.Time[144450000000], genpy.Time[144450000000]]"
1970/01/01/02:02:24.652000,"(26955, 26952, 26959, 26954)","(1331.5212054549945, 1491.9764534087794, 4038.3805722814477, 4093.9142396133525)","[genpy.Time[144652000000], genpy.Time[144652000000], genpy.Time[144652000000]]"
1970/01/01/02:02:24.852000,"(26955, 26952, 26959, 26954)","(1337.6291248740763, 1500.7022277382966, 3983.802345669111, 4092.161931059379)","[genpy.Time[144852000000], genpy.Time[144852000000], genpy.Time[144852000000]]"
1970/01/01/02:02:25.053000,"(26955, 26952, 26959, 26954)","(1328.1161274030792, 1496.7372981818294, 4002.906890179244, 4076.0570260246654)","[genpy.Time[145052000000], genpy.Time[145052000000], genpy.Time[145052000000]]"
1970/01/01/02:02:25.253000,"(26955, 26952, 26959, 26954)","(1339.62201802821, 1501.2299125382306, 4016.9059883003233, 4047.3188557810035)","[genpy.Time[145252000000], genpy.Time[145252000000], genpy.Time[145252000000]]"
