time,.destination_id,.distance,.stamp
1970/01/01/02:31:48.835000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2549.1205100391635, 2568.3072904521423, 4056.2416822973814, 3552.3765632449886, 2041.5463316189587, 976.7831699010858)","[genpy.Time[1908835000000], genpy.Time[1908835000000], genpy.Time[1908835000000]]"
1970/01/01/02:31:49.035000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2494.3847270884867, 2488.8520969071424, 3962.600607634104, 3531.5002111216236, 2056.937173781332, 991.0417498460143)","[genpy.Time[1909035000000], genpy.Time[1909035000000], genpy.Time[1909035000000]]"
1970/01/01/02:31:49.238000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2443.575795306064, 2409.2126839535913, 3982.606233646041, 3475.82073321913, 2085.5781992342236, 1005.9252502556501)","[genpy.Time[1909237000000], genpy.Time[1909237000000], genpy.Time[1909237000000]]"
1970/01/01/02:31:49.437000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2416.9769477088425, 2388.1184221653994, 3907.2414178662184, 3401.721904990885, 2120.8511696682413, 1033.9474062949896)","[genpy.Time[1909437000000], genpy.Time[1909437000000], genpy.Time[1909437000000]]"
1970/01/01/02:31:49.639000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2374.597143202445, 2343.959294091504, 3859.044289118996, 3350.236866038599, 2122.6938064824485, 1061.085382272677)","[genpy.Time[1909638000000], genpy.Time[1909638000000], genpy.Time[1909638000000]]"
1970/01/01/02:31:49.840000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2305.850327180132, 2289.540272011525, 3856.4916989641692, 3376.3131555863356, 2138.4272658913687, 1094.514626452784)","[genpy.Time[1909838000000], genpy.Time[1909838000000], genpy.Time[1909838000000]]"
1970/01/01/02:31:50.043000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2249.171057700365, 2222.6382834956175, 3791.3405717537007, 3310.5802808791914, 2153.131256887322, 1139.3789867281012)","[genpy.Time[1910043000000], genpy.Time[1910043000000], genpy.Time[1910043000000]]"
1970/01/01/02:31:50.245000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2224.03019716489, 2209.9670477266895, 3720.104858574637, 3215.885974008565, 2188.1260925778056, 1174.3285164563013)","[genpy.Time[1910244000000], genpy.Time[1910244000000], genpy.Time[1910244000000]]"
1970/01/01/02:31:50.449000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2218.1686808482423, 2126.589695556837, 3672.1712720846162, 3194.1167168693287, 2196.5690881363917, 1214.2186953624978)","[genpy.Time[1910448000000], genpy.Time[1910448000000], genpy.Time[1910448000000]]"
1970/01/01/02:31:50.650000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2120.4050603444075, 2042.3813816791828, 3641.7598522769267, 3156.785155815077, 2232.2632674192128, 1257.3600185311034)","[genpy.Time[1910649000000], genpy.Time[1910649000000], genpy.Time[1910649000000]]"
1970/01/01/02:31:50.860000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2085.248638290727, 2006.209213689827, 3632.5228755880244, 3136.515147697, 2250.7944159964595, 1300.1679509960777)","[genpy.Time[1910858000000], genpy.Time[1910858000000], genpy.Time[1910858000000]]"
1970/01/01/02:31:51.056000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2068.9206489007447, 1952.349340413371, 3518.1682631837402, 3053.005068715647, 2284.214036508506, 1335.9536183696985)","[genpy.Time[1911059000000], genpy.Time[1911059000000], genpy.Time[1911059000000]]"
1970/01/01/02:31:51.262000,"(26956, 26957, 26955, 26952, 26959, 26954)","(2024.0600565579375, 1871.6741168067335, 3435.5461856180796, 2995.9295640695677, 2318.9880492623224, 1378.621601340277)","[genpy.Time[1911262000000], genpy.Time[1911262000000], genpy.Time[1911262000000]]"
1970/01/01/02:31:51.463000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1945.7279641563798, 1871.3421394355425, 3452.5877344727296, 2944.625645465394, 2350.443603595241, 1433.9281597833487)","[genpy.Time[1911462000000], genpy.Time[1911462000000], genpy.Time[1911462000000]]"
1970/01/01/02:31:51.662000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1934.9761476943534, 1824.329748116015, 3395.677023947684, 2886.4063591014447, 2320.762333819331, 1464.2614192662436)","[genpy.Time[1911667000000], genpy.Time[1911667000000], genpy.Time[1911667000000]]"
1970/01/01/02:31:51.869000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1899.400300621894, 1766.758952753303, 3398.2196157612557, 2808.4015005951055, 2389.9280646891875, 1505.2714803529805)","[genpy.Time[1911868000000], genpy.Time[1911868000000], genpy.Time[1911868000000]]"
1970/01/01/02:31:52.068000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1841.2939877808294, 1713.824913628715, 3343.3807634831487, 2761.0382854312597, 2412.9337710003106, 1576.092103693918)","[genpy.Time[1912068000000], genpy.Time[1912068000000], genpy.Time[1912068000000]]"
1970/01/01/02:31:52.270000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1794.4878835524582, 1667.6454567558865, 3258.449838122914, 2740.007450576739, 2400.1156370199706, 1620.9115615645871)","[genpy.Time[1912268000000], genpy.Time[1912268000000], genpy.Time[1912268000000]]"
1970/01/01/02:31:52.475000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1739.0345558704387, 1620.40733454275, 3191.3095209698295, 2686.430184503195, 2440.6232412573813, 1658.6682323008326)","[genpy.Time[1912475000000], genpy.Time[1912475000000], genpy.Time[1912475000000]]"
1970/01/01/02:31:52.676000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1713.9825449339105, 1552.7913522612907, 3214.120241040799, 2652.4118766893666, 2457.984530158489, 1740.6816515122139)","[genpy.Time[1912676000000], genpy.Time[1912676000000], genpy.Time[1912676000000]]"
1970/01/01/02:31:52.879000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1673.300305148453, 1509.3146003329518, 3147.149639594633, 2569.3801870824545, 2521.177243386788, 1735.7186742045842)","[genpy.Time[1912877000000], genpy.Time[1912877000000], genpy.Time[1912877000000]]"
1970/01/01/02:31:53.081000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1639.481116141319, 1448.2565903460004, 3082.1128914180963, 2574.9910564042775, 2555.716883915184, 1794.9861415078292)","[genpy.Time[1913080000000], genpy.Time[1913080000000], genpy.Time[1913080000000]]"
1970/01/01/02:31:53.279000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1599.996087865953, 1388.8642612517915, 3069.7036269116597, 2484.863639314473, 2599.024973042337, 1842.671089943576)","[genpy.Time[1913281000000], genpy.Time[1913281000000], genpy.Time[1913281000000]]"
1970/01/01/02:31:53.481000,"(26956, 26957, 26955, 26952, 26959, 26954)","(1562.8589735331461, 1343.4838397014032, 3006.420370811181, 2456.8981081590036, 2622.9298210593415, 1931.0839039107798)","[genpy.Time[1913481000000], genpy.Time[1913481000000], genpy.Time[1913481000000]]"
