time,destination_id,distance,stamp
1970/01/01/02:03:51.917000,"(26955, 26952, 26959, 26954)","(3219.10719277203, 602.6180728732602, 4728.711888804818, 3557.7037749503797)","[genpy.Time[231917000000], genpy.Time[231917000000], genpy.Time[231917000000]]"
1970/01/01/02:03:52.118000,"(26955, 26952, 26959, 26954)","(3205.9080405698287, 601.3057013777653, 4753.0239328584685, 3548.9203864943775)","[genpy.Time[232118000000], genpy.Time[232118000000], genpy.Time[232118000000]]"
1970/01/01/02:03:52.320000,"(26955, 26952, 26959, 26954)","(3222.661648312316, 607.223649172313, 4778.810583112227, 3523.0017940857356)","[genpy.Time[232318000000], genpy.Time[232318000000], genpy.Time[232318000000]]"
1970/01/01/02:03:52.521000,"(26955, 26952, 26959, 26954)","(3214.59442670902, 597.0781720319742, 4783.170488262684, 3585.8480801878227)","[genpy.Time[232521000000], genpy.Time[232521000000], genpy.Time[232521000000]]"
1970/01/01/02:03:52.721000,"(26955, 26952, 26959, 26954)","(3234.3472288398257, 618.8861033149021, 4721.726552365238, 3526.793345424355)","[genpy.Time[232721000000], genpy.Time[232721000000], genpy.Time[232721000000]]"
1970/01/01/02:03:52.922000,"(26955, 26952, 26959, 26954)","(3290.4853107814884, 613.439205749467, 4768.335889331061, 3567.16238059753)","[genpy.Time[232922000000], genpy.Time[232922000000], genpy.Time[232922000000]]"
1970/01/01/02:03:53.124000,"(26955, 26952, 26959, 26954)","(3251.6386007162846, 626.5599515836365, 4764.636286042547, 3597.5479939945126)","[genpy.Time[233123000000], genpy.Time[233123000000], genpy.Time[233123000000]]"
1970/01/01/02:03:53.323000,"(26955, 26952, 26959, 26954)","(3243.384408641998, 627.4998966635675, 4783.964731073227, 3599.624387647596)","[genpy.Time[233323000000], genpy.Time[233323000000], genpy.Time[233323000000]]"
1970/01/01/02:03:53.525000,"(26955, 26952, 26959, 26954)","(3202.641231298379, 638.485838960415, 4778.652362402401, 3610.115111167997)","[genpy.Time[233525000000], genpy.Time[233525000000], genpy.Time[233525000000]]"
1970/01/01/02:03:53.727000,"(26955, 26952, 26959, 26954)","(3290.6965821126782, 635.1670191576413, 4810.21272612458, 3578.8877413037035)","[genpy.Time[233725000000], genpy.Time[233725000000], genpy.Time[233725000000]]"
1970/01/01/02:03:53.927000,"(26955, 26952, 26959, 26954)","(3296.4995444393367, 640.0434734799464, 4769.692781515178, 3547.4906331656957)","[genpy.Time[233926000000], genpy.Time[233926000000], genpy.Time[233926000000]]"
1970/01/01/02:03:54.130000,"(26955, 26952, 26959, 26954)","(3277.172887361487, 647.0337534532041, 4793.895940923694, 3524.0423333190106)","[genpy.Time[234127000000], genpy.Time[234127000000], genpy.Time[234127000000]]"
1970/01/01/02:03:54.327000,"(26955, 26952, 26959, 26954)","(3273.766447163396, 639.9366327437757, 4811.924603996188, 3564.464428601622)","[genpy.Time[234327000000], genpy.Time[234327000000], genpy.Time[234327000000]]"
1970/01/01/02:03:54.527000,"(26955, 26952, 26959, 26954)","(3280.699600595923, 642.4852548651854, 4864.637728084613, 3530.674473819353)","[genpy.Time[234527000000], genpy.Time[234527000000], genpy.Time[234527000000]]"
1970/01/01/02:03:54.727000,"(26955, 26952, 26959, 26954)","(3310.8061781518277, 642.863460065973, 4830.053651353875, 3552.097035701982)","[genpy.Time[234727000000], genpy.Time[234727000000], genpy.Time[234727000000]]"
1970/01/01/02:03:54.928000,"(26955, 26952, 26959, 26954)","(3272.7915397828097, 658.4903585863864, 4838.959380263713, 3566.972705159961)","[genpy.Time[234928000000], genpy.Time[234928000000], genpy.Time[234928000000]]"
1970/01/01/02:03:55.129000,"(26955, 26952, 26959, 26954)","(3319.1310714162228, 667.7218403079552, 4800.786458455459, 3604.3393993575414)","[genpy.Time[235128000000], genpy.Time[235128000000], genpy.Time[235128000000]]"
1970/01/01/02:03:55.331000,"(26955, 26952, 26959, 26954)","(3323.07797567559, 671.1110899783628, 4874.38515127622, 3584.3459089825747)","[genpy.Time[235329000000], genpy.Time[235329000000], genpy.Time[235329000000]]"
1970/01/01/02:03:55.531000,"(26955, 26952, 26959, 26954)","(3322.2529715448486, 683.3255298321174, 4897.245612152071, 3566.295406587045)","[genpy.Time[235531000000], genpy.Time[235531000000], genpy.Time[235531000000]]"
1970/01/01/02:03:55.732000,"(26955, 26952, 26959, 26954)","(3308.5069911027076, 704.4543324771892, 4895.465943970242, 3584.4137994296775)","[genpy.Time[235731000000], genpy.Time[235731000000], genpy.Time[235731000000]]"
1970/01/01/02:03:55.933000,"(26955, 26952, 26959, 26954)","(3339.3125413870885, 710.920756546217, 4894.099752000938, 3560.1473781196764)","[genpy.Time[235932000000], genpy.Time[235932000000], genpy.Time[235932000000]]"
1970/01/01/02:03:56.134000,"(26955, 26952, 26959, 26954)","(3421.3159289475584, 729.0770645484214, 4880.416995913761, 3598.1620115972996)","[genpy.Time[236134000000], genpy.Time[236134000000], genpy.Time[236134000000]]"
1970/01/01/02:03:56.336000,"(26955, 26952, 26959, 26954)","(3422.42527004217, 731.2410879234669, 4905.076921066364, 3567.3708768507618)","[genpy.Time[236335000000], genpy.Time[236335000000], genpy.Time[236335000000]]"
1970/01/01/02:03:56.538000,"(26955, 26952, 26959, 26954)","(3418.0271091112895, 755.0591281945037, 4897.641552406903, 3580.0315500236466)","[genpy.Time[236536000000], genpy.Time[236536000000], genpy.Time[236536000000]]"
1970/01/01/02:03:56.738000,"(26955, 26952, 26959, 26954)","(3475.4252766522563, 758.0588185932047, 4985.468664383728, 3583.4085812052717)","[genpy.Time[236738000000], genpy.Time[236738000000], genpy.Time[236738000000]]"
1970/01/01/02:03:56.942000,"(26955, 26952, 26959, 26954)","(3386.140581548762, 775.1597380957896, 4968.0793749601435, 3641.038076352801)","[genpy.Time[236940000000], genpy.Time[236940000000], genpy.Time[236940000000]]"
1970/01/01/02:03:57.142000,"(26955, 26952, 26959, 26954)","(3486.6327690611715, 804.8065551992431, 4937.1982405846375, 3592.1712738636534)","[genpy.Time[237140000000], genpy.Time[237140000000], genpy.Time[237140000000]]"
1970/01/01/02:03:57.342000,"(26955, 26952, 26959, 26954)","(3489.2422805055826, 814.4207992792118, 4993.875503310013, 3606.8376832716067)","[genpy.Time[237341000000], genpy.Time[237341000000], genpy.Time[237341000000]]"
1970/01/01/02:03:57.543000,"(26955, 26952, 26959, 26954)","(3529.573975177413, 826.2084552679447, 4933.662188088374, 3615.418829742828)","[genpy.Time[237543000000], genpy.Time[237543000000], genpy.Time[237543000000]]"
1970/01/01/02:03:57.744000,"(26955, 26952, 26959, 26954)","(3521.3034204098376, 838.2501265794468, 4965.158372816459, 3596.6863118317056)","[genpy.Time[237743000000], genpy.Time[237743000000], genpy.Time[237743000000]]"
1970/01/01/02:03:57.944000,"(26955, 26952, 26959, 26954)","(3560.3344795360185, 846.3445119001967, 4956.017896332867, 3647.8129573479264)","[genpy.Time[237944000000], genpy.Time[237944000000], genpy.Time[237944000000]]"
1970/01/01/02:03:58.146000,"(26955, 26952, 26959, 26954)","(3529.8953881270245, 870.0362626986935, 4997.630911007833, 3633.474685041595)","[genpy.Time[238144000000], genpy.Time[238144000000], genpy.Time[238144000000]]"
1970/01/01/02:03:58.346000,"(26955, 26952, 26959, 26954)","(3601.5421071888154, 889.5001856474698, 5006.612316781887, 3652.192167467262)","[genpy.Time[238345000000], genpy.Time[238345000000], genpy.Time[238345000000]]"
1970/01/01/02:03:58.545000,"(26955, 26952, 26959, 26954)","(3627.3476974633113, 905.4170979834008, 4987.619575544589, 3660.5490574877635)","[genpy.Time[238545000000], genpy.Time[238545000000], genpy.Time[238545000000]]"
1970/01/01/02:03:58.746000,"(26955, 26952, 26959, 26954)","(3645.4003314617767, 929.3344612663184, 5090.17156778172, 3646.4211275818766)","[genpy.Time[238745000000], genpy.Time[238745000000], genpy.Time[238745000000]]"
1970/01/01/02:03:58.949000,"(26955, 26952, 26959, 26954)","(3699.9274002558072, 960.8436605286316, 5095.907989737916, 3670.321887879997)","[genpy.Time[238946000000], genpy.Time[238946000000], genpy.Time[238946000000]]"
1970/01/01/02:03:59.150000,"(26955, 26952, 26959, 26954)","(3773.3328797980416, 981.0989461619531, 5162.784119546726, 3661.639728620269)","[genpy.Time[239149000000], genpy.Time[239149000000], genpy.Time[239149000000]]"
1970/01/01/02:03:59.349000,"(26955, 26952, 26959, 26954)","(3753.3422408550628, 1001.1503237646477, 5124.664367904664, 3688.93701882338)","[genpy.Time[239349000000], genpy.Time[239349000000], genpy.Time[239349000000]]"
1970/01/01/02:03:59.550000,"(26955, 26952, 26959, 26954)","(3763.1450121871426, 1034.9799946101966, 5141.6621690755455, 3694.4058495833856)","[genpy.Time[239550000000], genpy.Time[239550000000], genpy.Time[239550000000]]"
1970/01/01/02:03:59.752000,"(26955, 26952, 26959, 26954)","(3799.7437722502195, 1069.681049661887, 5155.873436259813, 3664.1518967151437)","[genpy.Time[239751000000], genpy.Time[239751000000], genpy.Time[239751000000]]"
1970/01/01/02:03:59.949000,"(26955, 26952, 26959, 26954)","(3740.244146376441, 1077.5527186445697, 5192.616382870746, 3690.332711879812)","[genpy.Time[239952000000], genpy.Time[239952000000], genpy.Time[239952000000]]"
1970/01/01/02:04:00.155000,"(26955, 26952, 26959, 26954)","(3878.297736927356, 1111.1733261666222, 5201.5583253835675, 3725.8496387973782)","[genpy.Time[240154000000], genpy.Time[240154000000], genpy.Time[240154000000]]"
1970/01/01/02:04:00.356000,"(26955, 26952, 26959, 26954)","(3848.546351746096, 1135.8010693145634, 5319.220558324696, 3720.2826835418045)","[genpy.Time[240355000000], genpy.Time[240355000000], genpy.Time[240355000000]]"
1970/01/01/02:04:00.556000,"(26955, 26952, 26959, 26954)","(3933.0618337674114, 1148.4721397556964, 5235.905923141241, 3699.7689699030007)","[genpy.Time[240555000000], genpy.Time[240555000000], genpy.Time[240555000000]]"
1970/01/01/02:04:00.758000,"(26955, 26952, 26959, 26954)","(3912.693010342954, 1179.0047448774023, 5210.4252999295095, 3750.282887129458)","[genpy.Time[240757000000], genpy.Time[240757000000], genpy.Time[240757000000]]"
1970/01/01/02:04:00.959000,"(26955, 26952, 26959, 26954)","(3958.9658994834185, 1214.4019475055868, 5293.59732304589, 3729.696049209792)","[genpy.Time[240958000000], genpy.Time[240958000000], genpy.Time[240958000000]]"
1970/01/01/02:04:01.162000,"(26955, 26952, 26959, 26954)","(4002.921702286183, 1245.460071521268, 5361.294836913474, 3710.00325559613)","[genpy.Time[241160000000], genpy.Time[241160000000], genpy.Time[241160000000]]"
1970/01/01/02:04:01.360000,"(26955, 26952, 26959, 26954)","(4032.715163670488, 1256.1483304881044, 5399.411161566023, 3724.4653458891653)","[genpy.Time[241360000000], genpy.Time[241360000000], genpy.Time[241360000000]]"
1970/01/01/02:04:01.561000,"(26955, 26952, 26959, 26954)","(4085.9708405658953, 1277.455499792059, 5331.07318645332, 3743.130815939041)","[genpy.Time[241561000000], genpy.Time[241561000000], genpy.Time[241561000000]]"
1970/01/01/02:04:01.761000,"(26955, 26952, 26959, 26954)","(4051.386947808466, 1305.8679983463671, 5495.447920765968, 3748.8229061976003)","[genpy.Time[241761000000], genpy.Time[241761000000], genpy.Time[241761000000]]"
1970/01/01/02:04:01.963000,"(26955, 26952, 26959, 26954)","(4096.88524487995, 1337.0098071436878, 5406.17081396696, 3778.5219078809073)","[genpy.Time[241962000000], genpy.Time[241962000000], genpy.Time[241962000000]]"
1970/01/01/02:04:02.163000,"(26955, 26952, 26959, 26954)","(4096.652253496452, 1362.3966135108365, 5403.858774724925, 3805.3579297068936)","[genpy.Time[242162000000], genpy.Time[242162000000], genpy.Time[242162000000]]"
1970/01/01/02:04:02.363000,"(26955, 26952, 26959, 26954)","(4194.994251219625, 1394.3467001421077, 5487.630846299213, 3785.0652455925365)","[genpy.Time[242363000000], genpy.Time[242363000000], genpy.Time[242363000000]]"
1970/01/01/02:04:02.565000,"(26955, 26952, 26959, 26954)","(4192.308185611237, 1433.3883954262274, 5432.6283124858355, 3807.5964959189478)","[genpy.Time[242564000000], genpy.Time[242564000000], genpy.Time[242564000000]]"
1970/01/01/02:04:02.765000,"(26955, 26952, 26959, 26954)","(4233.333612497615, 1440.5456911938547, 5524.648332965514, 3827.793218883466)","[genpy.Time[242765000000], genpy.Time[242765000000], genpy.Time[242765000000]]"
1970/01/01/02:04:02.966000,"(26955, 26952, 26959, 26954)","(4262.596485760053, 1460.8965006280364, 5521.964798351887, 3871.469197345488)","[genpy.Time[242965000000], genpy.Time[242965000000], genpy.Time[242965000000]]"
1970/01/01/02:04:03.166000,"(26955, 26952, 26959, 26954)","(4283.8487487409975, 1506.2345894063124, 5536.483152310918, 3827.9154648712192)","[genpy.Time[243166000000], genpy.Time[243166000000], genpy.Time[243166000000]]"
1970/01/01/02:04:03.366000,"(26955, 26952, 26959, 26954)","(4287.326045152482, 1528.5389742414877, 5538.901625670529, 3845.1624719400406)","[genpy.Time[243366000000], genpy.Time[243366000000], genpy.Time[243366000000]]"
1970/01/01/02:04:03.568000,"(26955, 26952, 26959, 26954)","(4339.564599571559, 1541.4706510256553, 5556.47609071662, 3870.5698704947426)","[genpy.Time[243567000000], genpy.Time[243567000000], genpy.Time[243567000000]]"
1970/01/01/02:04:03.770000,"(26955, 26952, 26959, 26954)","(4335.98178540332, 1585.8444922642707, 5606.988244434021, 3908.337033522391)","[genpy.Time[243769000000], genpy.Time[243769000000], genpy.Time[243769000000]]"
1970/01/01/02:04:03.972000,"(26955, 26952, 26959, 26954)","(4379.901036327368, 1628.5581861118678, 5645.727789141747, 3941.5584073750556)","[genpy.Time[243971000000], genpy.Time[243971000000], genpy.Time[243971000000]]"
1970/01/01/02:04:04.173000,"(26955, 26952, 26959, 26954)","(4326.934976110198, 1640.5435496877474, 5700.950312572487, 3949.143109289065)","[genpy.Time[244172000000], genpy.Time[244172000000], genpy.Time[244172000000]]"
1970/01/01/02:04:04.374000,"(26955, 26952, 26959, 26954)","(4431.177523158414, 1663.127556241576, 5672.073234978577, 3926.1930354410065)","[genpy.Time[244374000000], genpy.Time[244374000000], genpy.Time[244374000000]]"
1970/01/01/02:04:04.574000,"(26955, 26952, 26959, 26954)","(4481.811380620656, 1706.6842843258041, 5793.06628296472, 3947.9361494650507)","[genpy.Time[244574000000], genpy.Time[244574000000], genpy.Time[244574000000]]"
1970/01/01/02:04:04.774000,"(26955, 26952, 26959, 26954)","(4486.141042070081, 1723.0774348354573, 5688.151192935389, 3896.2263610799846)","[genpy.Time[244774000000], genpy.Time[244774000000], genpy.Time[244774000000]]"
1970/01/01/02:04:04.975000,"(26955, 26952, 26959, 26954)","(4472.713665339638, 1756.1175986198725, 5794.6738362767155, 4005.3022207767594)","[genpy.Time[244975000000], genpy.Time[244975000000], genpy.Time[244975000000]]"
1970/01/01/02:04:05.176000,"(26955, 26952, 26959, 26954)","(4520.9718952191615, 1778.5289206256666, 5777.96509554125, 3915.556477736734)","[genpy.Time[245176000000], genpy.Time[245176000000], genpy.Time[245176000000]]"
1970/01/01/02:04:05.377000,"(26955, 26952, 26959, 26954)","(4546.723980707594, 1780.331503951976, 5777.37009895158, 3986.199409443085)","[genpy.Time[245377000000], genpy.Time[245377000000], genpy.Time[245377000000]]"
1970/01/01/02:04:05.577000,"(26955, 26952, 26959, 26954)","(4578.285989474609, 1827.43505460763, 5864.749759119871, 3951.4273025857747)","[genpy.Time[245577000000], genpy.Time[245577000000], genpy.Time[245577000000]]"
1970/01/01/02:04:05.777000,"(26955, 26952, 26959, 26954)","(4597.756431018601, 1816.005937174382, 5847.507694153891, 4056.1753531600016)","[genpy.Time[245777000000], genpy.Time[245777000000], genpy.Time[245777000000]]"
1970/01/01/02:04:05.978000,"(26955, 26952, 26959, 26954)","(4611.384162166508, 1892.4059164446794, 5853.624066792507, 4096.6768113106955)","[genpy.Time[245978000000], genpy.Time[245978000000], genpy.Time[245978000000]]"
1970/01/01/02:04:06.180000,"(26955, 26952, 26959, 26954)","(4665.050753552943, 1907.2594304942043, 5805.387905336007, 4057.6653416681606)","[genpy.Time[246178000000], genpy.Time[246178000000], genpy.Time[246178000000]]"
1970/01/01/02:04:06.381000,"(26955, 26952, 26959, 26954)","(4675.867560660528, 1936.0820424952888, 5837.982749452594, 4016.9500058999674)","[genpy.Time[246380000000], genpy.Time[246380000000], genpy.Time[246380000000]]"
1970/01/01/02:04:06.582000,"(26955, 26952, 26959, 26954)","(4703.291237304095, 1959.6001643617622, 5822.603605356816, 4021.043433622575)","[genpy.Time[246581000000], genpy.Time[246581000000], genpy.Time[246581000000]]"
1970/01/01/02:04:06.769000,"(26955, 26952, 26959, 26954)","(4721.5854631044795, 2035.8095525348333, 5962.861365568454, 4087.8942649703795)","[genpy.Time[246782000000], genpy.Time[246782000000], genpy.Time[246782000000]]"
1970/01/01/02:04:06.983000,"(26955, 26952, 26959, 26954)","(4755.42195604753, 2021.8087864411937, 5989.803800237067, 4066.7856287845625)","[genpy.Time[246982000000], genpy.Time[246982000000], genpy.Time[246982000000]]"
1970/01/01/02:04:07.183000,"(26955, 26952, 26959, 26954)","(4821.1758194387185, 2059.48283283101, 6026.120269356029, 4078.0436505916205)","[genpy.Time[247183000000], genpy.Time[247183000000], genpy.Time[247183000000]]"
1970/01/01/02:04:07.384000,"(26955, 26952, 26959, 26954)","(4890.875004989783, 2099.6672438853348, 6058.1992521093725, 4158.813459094241)","[genpy.Time[247384000000], genpy.Time[247384000000], genpy.Time[247384000000]]"
1970/01/01/02:04:07.586000,"(26955, 26952, 26959, 26954)","(4867.585575948417, 2109.3939079650004, 6082.732755003428, 4163.358883817379)","[genpy.Time[247584000000], genpy.Time[247584000000], genpy.Time[247584000000]]"
1970/01/01/02:04:07.785000,"(26955, 26952, 26959, 26954)","(4930.313356737784, 2137.022757383692, 6112.1906803975435, 4206.74744266975)","[genpy.Time[247785000000], genpy.Time[247785000000], genpy.Time[247785000000]]"
1970/01/01/02:04:07.987000,"(26955, 26952, 26959, 26954)","(4935.689045920504, 2194.819457267381, 6105.086988058176, 4181.4686455238125)","[genpy.Time[247985000000], genpy.Time[247985000000], genpy.Time[247985000000]]"
1970/01/01/02:04:08.187000,"(26955, 26952, 26959, 26954)","(5061.102710263391, 2203.0876039829527, 6212.315033645421, 4234.251113923221)","[genpy.Time[248186000000], genpy.Time[248186000000], genpy.Time[248186000000]]"
1970/01/01/02:04:08.387000,"(26955, 26952, 26959, 26954)","(5043.849632184624, 2230.839630155962, 6183.163964494791, 4149.716210701791)","[genpy.Time[248386000000], genpy.Time[248386000000], genpy.Time[248386000000]]"
1970/01/01/02:04:08.588000,"(26955, 26952, 26959, 26954)","(5003.388104570806, 2247.2315518576556, 6269.948876105792, 4240.05043958071)","[genpy.Time[248587000000], genpy.Time[248587000000], genpy.Time[248587000000]]"
1970/01/01/02:04:08.789000,"(26955, 26952, 26959, 26954)","(5062.25978252002, 2309.3470572155884, 6277.246695295, 4280.3414756609545)","[genpy.Time[248788000000], genpy.Time[248788000000], genpy.Time[248788000000]]"
1970/01/01/02:04:08.989000,"(26955, 26952, 26959, 26954)","(5168.415167301421, 2310.966576458175, 6278.3910720956765, 4288.134115625895)","[genpy.Time[248989000000], genpy.Time[248989000000], genpy.Time[248989000000]]"
1970/01/01/02:04:09.189000,"(26955, 26952, 26959, 26954)","(5152.097376634774, 2346.0847850643095, 6304.864794565704, 4304.400654194632)","[genpy.Time[249189000000], genpy.Time[249189000000], genpy.Time[249189000000]]"
1970/01/01/02:04:09.389000,"(26955, 26952, 26959, 26954)","(5170.296954184784, 2415.168897872893, 6221.5925230413295, 4278.652918366326)","[genpy.Time[249389000000], genpy.Time[249389000000], genpy.Time[249389000000]]"
1970/01/01/02:04:09.589000,"(26955, 26952, 26959, 26954)","(5231.948803618682, 2416.2562777929597, 6308.572476238802, 4287.924788901319)","[genpy.Time[249589000000], genpy.Time[249589000000], genpy.Time[249589000000]]"
1970/01/01/02:04:09.790000,"(26955, 26952, 26959, 26954)","(5257.398343378658, 2455.7551549107297, 6422.956672447028, 4320.668632440466)","[genpy.Time[249789000000], genpy.Time[249789000000], genpy.Time[249789000000]]"
1970/01/01/02:04:09.991000,"(26955, 26952, 26959, 26954)","(5211.524891424926, 2517.8530678968064, 6429.560665009644, 4317.044060373196)","[genpy.Time[249989000000], genpy.Time[249989000000], genpy.Time[249989000000]]"
1970/01/01/02:04:10.191000,"(26955, 26952, 26959, 26954)","(5334.276562819833, 2511.4604655007506, 6408.622422224057, 4391.781768682798)","[genpy.Time[250191000000], genpy.Time[250191000000], genpy.Time[250191000000]]"
1970/01/01/02:04:10.391000,"(26955, 26952, 26959, 26954)","(5392.2276216569635, 2539.341442103804, 6466.867023445808, 4396.638977597568)","[genpy.Time[250391000000], genpy.Time[250391000000], genpy.Time[250391000000]]"
1970/01/01/02:04:10.591000,"(26955, 26952, 26959, 26954)","(5375.07437758177, 2595.514778880589, 6517.235233422922, 4376.487530340965)","[genpy.Time[250591000000], genpy.Time[250591000000], genpy.Time[250591000000]]"
1970/01/01/02:04:10.793000,"(26955, 26952, 26959, 26954)","(5343.403812263692, 2562.415718410402, 6513.586305529259, 4408.289691583181)","[genpy.Time[250792000000], genpy.Time[250792000000], genpy.Time[250792000000]]"
1970/01/01/02:04:10.994000,"(26955, 26952, 26959, 26954)","(5348.812989318436, 2573.3270374109825, 6485.846344352189, 4425.607933497191)","[genpy.Time[250993000000], genpy.Time[250993000000], genpy.Time[250993000000]]"
1970/01/01/02:04:11.193000,"(26955, 26952, 26959, 26954)","(5415.301066575271, 2619.224202437145, 6521.609437802605, 4411.094230030504)","[genpy.Time[251193000000], genpy.Time[251193000000], genpy.Time[251193000000]]"
1970/01/01/02:04:11.394000,"(26955, 26952, 26959, 26954)","(5359.655270146791, 2585.41224996374, 6436.436614497708, 4442.9537984580475)","[genpy.Time[251394000000], genpy.Time[251394000000], genpy.Time[251394000000]]"
1970/01/01/02:04:11.595000,"(26955, 26952, 26959, 26954)","(5462.102492483352, 2605.851085546939, 6551.113498131259, 4394.2791353517)","[genpy.Time[251594000000], genpy.Time[251594000000], genpy.Time[251594000000]]"
1970/01/01/02:04:11.795000,"(26955, 26952, 26959, 26954)","(5361.536552054364, 2585.5778733792154, 6494.248667338607, 4391.822707807876)","[genpy.Time[251794000000], genpy.Time[251794000000], genpy.Time[251794000000]]"
1970/01/01/02:04:11.995000,"(26955, 26952, 26959, 26954)","(5382.803736677274, 2608.317632322315, 6357.85473743125, 4440.198433424918)","[genpy.Time[251995000000], genpy.Time[251995000000], genpy.Time[251995000000]]"
1970/01/01/02:04:12.196000,"(26955, 26952, 26959, 26954)","(5446.453410545346, 2589.8566645735145, 6465.089276412693, 4446.619352797931)","[genpy.Time[252196000000], genpy.Time[252196000000], genpy.Time[252196000000]]"
1970/01/01/02:04:12.398000,"(26955, 26952, 26959, 26954)","(5402.374356344195, 2588.242377483179, 6453.286948237029, 4445.611409310731)","[genpy.Time[252397000000], genpy.Time[252397000000], genpy.Time[252397000000]]"
1970/01/01/02:04:12.599000,"(26955, 26952, 26959, 26954)","(5397.763156929494, 2590.9653235193655, 6515.620893897197, 4398.349074549763)","[genpy.Time[252599000000], genpy.Time[252599000000], genpy.Time[252599000000]]"
1970/01/01/02:04:12.798000,"(26955, 26952, 26959, 26954)","(5401.724873086309, 2609.7040745396084, 6393.1268673382865, 4408.616543133545)","[genpy.Time[252799000000], genpy.Time[252799000000], genpy.Time[252799000000]]"
1970/01/01/02:04:13.001000,"(26955, 26952, 26959, 26954)","(5390.963392057569, 2649.9003521151676, 6456.206932652337, 4386.352673983102)","[genpy.Time[253000000000], genpy.Time[253000000000], genpy.Time[253000000000]]"
1970/01/01/02:04:13.202000,"(26955, 26952, 26959, 26954)","(5370.739888096787, 2614.6634123006697, 6487.358750652757, 4343.603781790658)","[genpy.Time[253202000000], genpy.Time[253202000000], genpy.Time[253202000000]]"
1970/01/01/02:04:13.404000,"(26955, 26952, 26959, 26954)","(5373.712870100498, 2593.1354734147835, 6488.956430458995, 4388.809284371768)","[genpy.Time[253403000000], genpy.Time[253403000000], genpy.Time[253403000000]]"
1970/01/01/02:04:13.598000,"(26955, 26952, 26959, 26954)","(5380.148504094375, 2595.0971335579807, 6464.359024591545, 4467.503571833464)","[genpy.Time[253605000000], genpy.Time[253605000000], genpy.Time[253605000000]]"
1970/01/01/02:04:13.807000,"(26955, 26952, 26959, 26954)","(5417.371122837726, 2641.3693131741043, 6446.678961873787, 4521.199911213329)","[genpy.Time[253806000000], genpy.Time[253806000000], genpy.Time[253806000000]]"
1970/01/01/02:04:14.008000,"(26955, 26952, 26959, 26954)","(5387.945360074629, 2571.176065423951, 6424.655745222975, 4394.596201125408)","[genpy.Time[254007000000], genpy.Time[254007000000], genpy.Time[254007000000]]"
1970/01/01/02:04:14.207000,"(26955, 26952, 26959, 26954)","(5419.05376387328, 2604.230261857597, 6468.943202287627, 4389.624535941778)","[genpy.Time[254207000000], genpy.Time[254207000000], genpy.Time[254207000000]]"
1970/01/01/02:04:14.409000,"(26955, 26952, 26959, 26954)","(5380.850742266947, 2615.6459279640894, 6437.353298697154, 4419.626887471896)","[genpy.Time[254408000000], genpy.Time[254408000000], genpy.Time[254408000000]]"
1970/01/01/02:04:14.609000,"(26955, 26952, 26959, 26954)","(5431.375832124863, 2641.0388191420657, 6472.114071183707, 4446.063804003479)","[genpy.Time[254609000000], genpy.Time[254609000000], genpy.Time[254609000000]]"
1970/01/01/02:04:14.810000,"(26955, 26952, 26959, 26954)","(5367.8134138910455, 2596.0553103948027, 6456.4473316726735, 4465.4954704275115)","[genpy.Time[254810000000], genpy.Time[254810000000], genpy.Time[254810000000]]"
1970/01/01/02:04:15.012000,"(26955, 26952, 26959, 26954)","(5342.153598691777, 2623.957985153735, 6477.244510445748, 4458.19242662276)","[genpy.Time[255012000000], genpy.Time[255012000000], genpy.Time[255012000000]]"
1970/01/01/02:04:15.214000,"(26955, 26952, 26959, 26954)","(5376.905682685249, 2628.0275962843943, 6463.623822602825, 4488.076935726536)","[genpy.Time[255213000000], genpy.Time[255213000000], genpy.Time[255213000000]]"
1970/01/01/02:04:15.413000,"(26955, 26952, 26959, 26954)","(5374.108977377965, 2597.44624265804, 6431.812988603651, 4430.787736342978)","[genpy.Time[255413000000], genpy.Time[255413000000], genpy.Time[255413000000]]"
1970/01/01/02:04:15.615000,"(26955, 26952, 26959, 26954)","(5357.652569457875, 2615.637768685998, 6431.483680681529, 4456.186031031686)","[genpy.Time[255613000000], genpy.Time[255613000000], genpy.Time[255613000000]]"
1970/01/01/02:04:15.815000,"(26955, 26952, 26959, 26954)","(5350.097095529183, 2630.1742775632283, 6502.837815388674, 4475.513063640877)","[genpy.Time[255814000000], genpy.Time[255814000000], genpy.Time[255814000000]]"
1970/01/01/02:04:16.014000,"(26955, 26952, 26959, 26954)","(5362.240573514741, 2575.8671243786594, 6534.90956866124, 4455.815927655254)","[genpy.Time[256014000000], genpy.Time[256014000000], genpy.Time[256014000000]]"
1970/01/01/02:04:16.215000,"(26955, 26952, 26959, 26954)","(5418.8181145718645, 2584.2878474936365, 6473.797413734289, 4477.867664893465)","[genpy.Time[256215000000], genpy.Time[256215000000], genpy.Time[256215000000]]"
1970/01/01/02:04:16.417000,"(26955, 26952, 26959, 26954)","(5440.003344372464, 2560.7842041751237, 6469.546436182695, 4513.789789135143)","[genpy.Time[256416000000], genpy.Time[256416000000], genpy.Time[256416000000]]"
1970/01/01/02:04:16.617000,"(26955, 26952, 26959, 26954)","(5357.901332698461, 2583.8305702329003, 6548.76478446264, 4553.397230718308)","[genpy.Time[256617000000], genpy.Time[256617000000], genpy.Time[256617000000]]"
